0.014529	-0.000595	0.999894
0.012643	-0.001132	0.999919
0.008499	-0.000392	0.999964
0.008978	-0.001375	0.999959
0.00549	0.0003	0.999985
-0.07314	-0.027148	0.996952
-0.07314	-0.027148	0.996952
-0.121338	-0.057179	0.990963
-0.099459	-0.118873	0.987916
-0.057569	-0.174439	0.982984
0.003223	-0.251367	0.967887
0.068398	-0.193548	0.978704
0.132925	-0.15128	0.979513
0.164087	-0.120985	0.978998
0.164088	-0.120985	0.978998
0.141077	-0.083646	0.986459
0.076482	-0.014799	0.996961
0.012017	-0.001913	0.999926
0.013157	-0.002235	0.999911
0.012874	-0.002649	0.999914
0.012874	-0.002649	0.999914
0.009653	-0.00271	0.99995
0.009201	-0.002611	0.999954
0.007404	-0.001629	0.999971
0.005862	-0.00241	0.99998
0.000864	-0.006315	0.99998
-0.006202	-0.01427	0.999879
-0.006202	-0.01427	0.999879
-0.003328	-0.024544	0.999693
-0.003328	-0.024544	0.999693
-0.259314	-0.893704	-0.366128
-0.803156	0.210912	0.557187
0.070965	-0.214144	0.974221
0.001496	-0.47359	0.880744
0.001847	-0.477177	0.878805
0.001598	-0.482994	0.875622
0.002249	-0.488886	0.872345
-0.000918	-0.49781	0.867286
0.000253	-0.503385	0.864062
0.000126	-0.509148	0.860679
0.000126	-0.509148	0.860679
0.000264	-0.514803	0.857308
0.001597	-0.519228	0.854634
0.004675	-0.525269	0.850923
0.123526	-0.429642	0.894511
0.173032	-0.323431	0.930297
0.191474	-0.141232	0.971283
0.135334	-0.063241	0.98878
0.013625	-0.002169	0.999905
0.012565	-0.001818	0.999919
0.011378	-0.002006	0.999933
0.012028	-0.00189	0.999926
0.012073	-0.001711	0.999926
0.012073	-0.001711	0.999926
0.010718	-0.002041	0.999941
0.010438	-0.002176	0.999943
0.009567	-0.001367	0.999953
0.005734	0.000347	0.999984
-0.114826	-0.045797	0.992329
-0.208358	-0.114554	0.971321
-0.208358	-0.114554	0.971321
-0.187652	-0.237378	0.95312
-0.110763	-0.352906	0.92908
0.008822	-0.474419	0.880255
0.008598	-0.475013	0.879936
0.010555	-0.4739	0.880515
0.157405	-0.366666	0.916941
0.157405	-0.366666	0.916941
0.241271	-0.266183	0.933239
0.253558	-0.195182	0.947424
0.127267	-0.052525	0.990477
0.010317	-0.001004	0.999946
0.193243	-0.091765	0.97685
0.443822	-0.05781	0.894248
0.464541	-0.019729	0.885332
0.39379	-0.115615	0.9119
0.190925	-0.064681	0.979471
0.00373	0.004989	0.999981
-0.261675	-0.006272	0.965136
-0.329256	0.185418	0.925857
-0.244815	0.257018	0.934884
-0.15281	0.195661	0.968693
-0.004229	0.000654	0.999991
-0.00602	-0.000796	0.999982
-0.009616	0.001123	0.999953
-0.011827	0.000882	0.99993
-0.021051	-0.003797	0.999771
-0.021381	-0.00376	0.999764
-0.021381	-0.00376	0.999764
-0.019988	-0.001916	0.999798
-0.016271	-0.000645	0.999867
